threshold,precision,recall,f1,specificity,false_positive_rate,false_negative_rate,balanced_accuracy
154,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
155,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
156,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
157,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
158,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
159,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
160,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
161,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
162,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
163,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
164,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
165,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
166,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
167,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
168,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
169,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
170,1.0,0.00018397701702495012,0.0003678863514163625,1.0,0.0,0.999816022982975,0.5000919885085124
